packet_no,timestamp,src_ip,dst_ip,src_port,dst_port,transport_proto,tcp_seq,tcp_flags,additional,bytes_transferred
6242,1728941770292,23.220.124.15,192.168.29.130,443,46758,TCP,10654365,PA,'',2974
6243,1728941770292,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6244,1728941770293,23.220.124.15,192.168.29.130,443,46758,TCP,10657285,PA,'',4434
6245,1728941770293,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6246,1728941770293,23.220.124.15,192.168.29.130,443,46758,TCP,10661665,PA,'',1514
6247,1728941770297,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1395
6248,1728941770297,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6249,1728941770297,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6250,1728941770297,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6251,1728941770297,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6252,1728941770297,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6253,1728941770298,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6254,1728941770299,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6255,1728941770299,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6256,1728941770299,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6257,1728941770301,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6258,1728941770301,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6259,1728941770301,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6260,1728941770304,192.168.29.130,172.253.63.97,40426,443,TCP,3602771779,PA,'',726
6261,1728941770304,172.253.63.97,192.168.29.130,443,40426,TCP,928670888,A,'',60
6262,1728941770305,192.168.29.130,172.253.63.97,40710,443,UDP,N/A,N/A,'',78
6263,1728941770306,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6264,1728941770306,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6265,1728941770306,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6266,1728941770306,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6267,1728941770306,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6268,1728941770306,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6269,1728941770306,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6270,1728941770306,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6271,1728941770306,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6272,1728941770306,192.168.29.130,172.253.63.97,40710,443,UDP,N/A,N/A,'',73
6273,1728941770306,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6274,1728941770328,192.168.29.130,172.253.63.97,40710,443,UDP,N/A,N/A,'',74
6275,1728941770335,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6276,1728941770335,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6277,1728941770335,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6278,1728941770335,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6279,1728941770335,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6280,1728941770335,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6281,1728941770335,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6282,1728941770335,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6283,1728941770335,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6284,1728941770335,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6285,1728941770335,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6286,1728941770335,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6287,1728941770335,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6288,1728941770335,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6289,1728941770335,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6290,1728941770335,74.119.117.47,192.168.29.130,443,41686,TCP,1956066978,PA,'',265
6291,1728941770335,192.168.29.130,74.119.117.47,41686,443,TCP,3906226442,A,'',54
6292,1728941770339,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6293,1728941770340,192.168.29.130,172.253.63.97,40710,443,UDP,N/A,N/A,'',73
6294,1728941770344,23.220.124.15,192.168.29.130,443,46758,TCP,10663125,PA,'',4434
6295,1728941770344,23.220.124.15,192.168.29.130,443,46758,TCP,10667505,A,'',1514
6296,1728941770345,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6297,1728941770345,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6298,1728941770345,23.220.124.15,192.168.29.130,443,46758,TCP,10668965,PA,'',2974
6299,1728941770345,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6300,1728941770345,23.220.124.15,192.168.29.130,443,46758,TCP,10671885,PA,'',2974
6301,1728941770345,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6302,1728941770346,23.220.124.15,192.168.29.130,443,46758,TCP,10674805,PA,'',2974
6303,1728941770346,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6304,1728941770346,23.220.124.15,192.168.29.130,443,46758,TCP,10677725,PA,'',1514
6305,1728941770346,96.7.19.48,192.168.29.130,443,50380,TCP,824065731,PA,'',146
6306,1728941770346,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6307,1728941770346,192.168.29.130,96.7.19.48,50380,443,TCP,1762924457,R,'',54
6308,1728941770346,23.220.124.15,192.168.29.130,443,46758,TCP,10679185,PA,'',1514
6309,1728941770346,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6310,1728941770346,23.220.124.15,192.168.29.130,443,46758,TCP,10680645,PA,'',2974
6311,1728941770346,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6312,1728941770346,23.220.124.15,192.168.29.130,443,46758,TCP,10683565,PA,'',2974
6313,1728941770346,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6314,1728941770347,23.220.124.15,192.168.29.130,443,46758,TCP,10686485,PA,'',2974
6315,1728941770347,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6316,1728941770362,192.168.29.130,3.167.37.30,33768,443,UDP,N/A,N/A,'',142
6317,1728941770392,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6318,1728941770392,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6319,1728941770392,23.220.124.15,192.168.29.130,443,46758,TCP,10689405,PA,'',1514
6320,1728941770392,23.220.124.15,192.168.29.130,443,46758,TCP,10690865,PA,'',4434
6321,1728941770392,23.220.124.15,192.168.29.130,443,46758,TCP,10695245,PA,'',2974
6322,1728941770392,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6323,1728941770392,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6324,1728941770392,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6325,1728941770392,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6326,1728941770392,23.220.124.15,192.168.29.130,443,46758,TCP,10698165,PA,'',1514
6327,1728941770392,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6328,1728941770392,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6329,1728941770392,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6330,1728941770392,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6331,1728941770392,23.220.124.15,192.168.29.130,443,46758,TCP,10699625,PA,'',1514
6332,1728941770392,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6333,1728941770392,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6334,1728941770392,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6335,1728941770393,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6336,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10701085,PA,'',1514
6337,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10702545,PA,'',2974
6338,1728941770393,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6339,1728941770393,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6340,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10705465,PA,'',1514
6341,1728941770393,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6342,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6343,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6344,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6345,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10706925,PA,'',4434
6346,1728941770393,172.253.63.97,192.168.29.130,443,40426,TCP,928670888,PA,'',4771
6347,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10711305,PA,'',2974
6348,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6349,1728941770393,192.168.29.130,172.253.63.97,40426,443,TCP,3602772451,A,'',54
6350,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6351,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10714225,PA,'',1514
6352,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10715685,PA,'',2974
6353,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10718605,PA,'',1514
6354,1728941770393,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6355,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10720065,PA,'',2974
6356,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10722985,PA,'',4434
6357,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6358,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6359,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6360,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6361,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6362,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10727365,PA,'',4434
6363,1728941770393,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6364,1728941770393,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6365,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10731745,PA,'',1514
6366,1728941770393,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6367,1728941770393,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6368,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6369,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6370,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10733205,PA,'',1514
6371,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10734665,PA,'',1514
6372,1728941770393,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6373,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10736125,PA,'',1514
6374,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10737585,PA,'',2974
6375,1728941770393,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6376,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10740505,PA,'',1514
6377,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6378,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6379,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6380,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6381,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6382,1728941770393,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6383,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10741965,PA,'',1514
6384,1728941770393,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6385,1728941770393,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6386,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10743425,PA,'',1514
6387,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6388,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6389,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10744885,PA,'',2974
6390,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10747805,PA,'',1514
6391,1728941770393,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6392,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10749265,PA,'',1514
6393,1728941770393,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6394,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10750725,PA,'',1514
6395,1728941770393,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6396,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6397,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6398,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6399,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6400,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10752185,PA,'',1513
6401,1728941770393,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6402,1728941770393,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6403,1728941770393,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6404,1728941770393,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6405,1728941770393,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6406,1728941770393,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6407,1728941770393,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6408,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6409,1728941770393,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6410,1728941770393,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6411,1728941770393,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6412,1728941770393,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1399
6413,1728941770393,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1167
6414,1728941770393,3.167.37.30,192.168.29.130,443,33768,UDP,N/A,N/A,'',85
6415,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10753644,PA,'',8814
6416,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6417,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10762404,PA,'',1514
6418,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10763864,PA,'',1514
6419,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10765324,PA,'',1514
6420,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10766784,PA,'',4434
6421,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10771164,PA,'',4434
6422,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6423,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6424,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6425,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6426,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6427,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10775544,PA,'',2974
6428,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10778464,PA,'',5894
6429,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10784304,PA,'',2974
6430,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6431,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6432,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6433,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10787224,PA,'',4434
6434,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10791604,PA,'',7354
6435,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6436,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6437,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10798904,PA,'',2974
6438,1728941770393,23.220.124.15,192.168.29.130,443,46758,TCP,10801824,PA,'',3540
6439,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6440,1728941770393,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,A,'',54
6441,1728941770434,3.167.37.30,192.168.29.130,443,33768,UDP,N/A,N/A,'',85
6442,1728941770435,192.168.29.130,3.167.37.30,33768,443,UDP,N/A,N/A,'',83
6443,1728941770435,192.168.29.130,172.253.63.97,40710,443,UDP,N/A,N/A,'',75
6444,1728941770439,172.253.63.97,192.168.29.130,443,40710,UDP,N/A,N/A,'',1394
6445,1728941770448,192.168.29.130,172.253.63.97,40710,443,UDP,N/A,N/A,'',77
6446,1728941770461,192.168.29.130,3.167.118.152,54600,443,TCP,3456905989,PA,'',1232
6447,1728941770461,3.167.118.152,192.168.29.130,443,54600,TCP,166817555,A,'',60
6448,1728941770481,3.167.37.30,192.168.29.130,443,33768,UDP,N/A,N/A,'',85
6449,1728941770547,192.168.29.130,142.251.16.94,52400,80,TCP,1906821678,PA,'',482
6450,1728941770548,142.251.16.94,192.168.29.130,80,52400,TCP,81812778,A,'',60
6451,1728941770604,142.251.16.94,192.168.29.130,80,52400,TCP,81812778,PA,'',756
6452,1728941770604,192.168.29.130,142.251.16.94,52400,80,TCP,1906822106,A,'',54
6453,1728941770609,192.168.29.130,162.19.138.118,34714,443,TCP,3761145163,PA,'',139
6454,1728941770609,192.168.29.130,162.19.138.118,34714,443,TCP,3761145248,PA,'',936
6455,1728941770610,162.19.138.118,192.168.29.130,443,34714,TCP,637562731,A,'',60
6456,1728941770610,162.19.138.118,192.168.29.130,443,34714,TCP,637562731,A,'',60
6457,1728941770610,192.168.29.130,3.167.37.30,33768,443,UDP,N/A,N/A,'',83
6458,1728941770610,192.168.29.130,3.167.37.30,33768,443,UDP,N/A,N/A,'',83
6459,1728941770610,192.168.29.130,34.120.4.21,35234,443,UDP,N/A,N/A,'',1399
6460,1728941770610,192.168.29.130,34.120.4.21,35234,443,UDP,N/A,N/A,'',1042
6461,1728941770611,192.168.29.130,192.168.29.2,51907,53,UDP,N/A,N/A,'',83
6462,1728941770611,192.168.29.130,192.168.29.2,51907,53,UDP,N/A,N/A,'',83
6463,1728941770612,192.168.29.130,192.168.29.2,52539,53,UDP,N/A,N/A,'',80
6464,1728941770612,192.168.29.130,192.168.29.2,52539,53,UDP,N/A,N/A,'',80
6465,1728941770619,192.168.29.130,172.253.63.97,40426,443,TCP,3602772451,PA,'',118
6466,1728941770619,172.253.63.97,192.168.29.130,443,40426,TCP,928675605,A,'',60
6467,1728941770619,192.168.29.130,23.47.27.153,52190,443,TCP,4136196307,PA,'',564
6468,1728941770619,192.168.29.130,23.47.27.153,52190,443,TCP,4136196817,PA,'',2733
6469,1728941770619,23.47.27.153,192.168.29.130,443,52190,TCP,1003070222,A,'',60
6470,1728941770619,23.47.27.153,192.168.29.130,443,52190,TCP,1003070222,A,'',60
6471,1728941770619,23.47.27.153,192.168.29.130,443,52190,TCP,1003070222,A,'',60
6472,1728941770619,192.168.29.130,34.120.4.21,35234,443,UDP,N/A,N/A,'',1060
6473,1728941770619,192.168.29.130,172.253.63.97,40426,443,TCP,3602772515,PA,'',224
6474,1728941770620,172.253.63.97,192.168.29.130,443,40426,TCP,928675605,A,'',60
6475,1728941770620,192.168.29.130,192.168.29.2,49365,53,UDP,N/A,N/A,'',85
6476,1728941770620,192.168.29.130,192.168.29.2,49365,53,UDP,N/A,N/A,'',85
6477,1728941770633,34.120.4.21,192.168.29.130,443,35234,UDP,N/A,N/A,'',73
6478,1728941770635,192.168.29.2,192.168.29.130,53,51907,UDP,N/A,N/A,'',179
6479,1728941770636,192.168.29.2,192.168.29.130,53,51907,UDP,N/A,N/A,'',168
6480,1728941770636,192.168.29.2,192.168.29.130,53,52539,UDP,N/A,N/A,'',304
6481,1728941770638,172.253.63.97,192.168.29.130,443,40426,TCP,928675605,PA,'',668
6482,1728941770638,192.168.29.2,192.168.29.130,53,52539,UDP,N/A,N/A,'',300
6483,1728941770638,192.168.29.130,172.253.63.97,40426,443,TCP,3602772685,A,'',54
6484,1728941770639,192.168.29.2,192.168.29.130,53,49365,UDP,N/A,N/A,'',302
6485,1728941770639,192.168.29.2,192.168.29.130,53,49365,UDP,N/A,N/A,'',256
6486,1728941770647,34.120.4.21,192.168.29.130,443,35234,UDP,N/A,N/A,'',122
6487,1728941770651,34.120.4.21,192.168.29.130,443,35234,UDP,N/A,N/A,'',81
6488,1728941770651,3.167.37.30,192.168.29.130,443,33768,UDP,N/A,N/A,'',85
6489,1728941770653,172.253.63.97,192.168.29.130,443,40426,TCP,928676219,PA,'',85
6490,1728941770653,192.168.29.130,172.253.63.97,40426,443,TCP,3602772685,A,'',54
6491,1728941770668,192.168.29.130,34.107.221.82,46668,80,TCP,2565858993,A,'',54
6492,1728941770668,34.107.221.82,192.168.29.130,80,46668,TCP,1061435265,A,'',60
6493,1728941770671,192.168.29.130,23.205.105.134,48322,80,TCP,1778627956,A,'',54
6494,1728941770671,192.168.29.130,23.205.105.134,48316,80,TCP,619700,A,'',54
6495,1728941770671,23.205.105.134,192.168.29.130,80,48322,TCP,1254052940,A,'',60
6496,1728941770671,23.205.105.134,192.168.29.130,80,48316,TCP,1371809745,A,'',60
6497,1728941770673,192.168.29.130,34.120.4.21,35234,443,UDP,N/A,N/A,'',80
6498,1728941770674,192.168.29.130,172.253.63.97,40426,443,TCP,3602772685,PA,'',85
6499,1728941770675,172.253.63.97,192.168.29.130,443,40426,TCP,928676250,A,'',60
6500,1728941770675,192.168.29.130,192.168.29.2,39784,53,UDP,N/A,N/A,'',72
6501,1728941770675,192.168.29.130,192.168.29.2,39784,53,UDP,N/A,N/A,'',72
6502,1728941770676,192.168.29.130,44.196.175.224,51780,443,TCP,2295910716,S,'',74
6503,1728941770676,192.168.29.130,23.221.227.110,40106,443,TCP,3358424063,S,'',74
6504,1728941770676,192.168.29.130,34.234.212.125,51198,443,TCP,1960300802,S,'',74
6505,1728941770688,44.196.175.224,192.168.29.130,443,51780,TCP,1687316745,SA,'',60
6506,1728941770688,23.221.227.110,192.168.29.130,443,40106,TCP,1005525897,SA,'',60
6507,1728941770688,192.168.29.130,44.196.175.224,51780,443,TCP,2295910717,A,'',54
6508,1728941770688,192.168.29.130,23.221.227.110,40106,443,TCP,3358424064,A,'',54
6509,1728941770689,34.234.212.125,192.168.29.130,443,51198,TCP,1212948992,SA,'',60
6510,1728941770689,192.168.29.130,34.234.212.125,51198,443,TCP,1960300803,A,'',54
6511,1728941770693,192.168.29.130,23.221.227.110,40106,443,TCP,3358424064,PA,'',722
6512,1728941770693,23.221.227.110,192.168.29.130,443,40106,TCP,1005525898,A,'',60
6513,1728941770694,192.168.29.130,44.196.175.224,51780,443,TCP,2295910717,PA,'',727
6514,1728941770694,44.196.175.224,192.168.29.130,443,51780,TCP,1687316746,A,'',60
6515,1728941770701,192.168.29.2,192.168.29.130,53,39784,UDP,N/A,N/A,'',136
6516,1728941770701,192.168.29.2,192.168.29.130,53,39784,UDP,N/A,N/A,'',296
6517,1728941770701,192.168.29.130,34.234.212.125,51198,443,TCP,1960300803,PA,'',725
6518,1728941770702,34.234.212.125,192.168.29.130,443,51198,TCP,1212948993,A,'',60
6519,1728941770704,192.168.29.130,13.249.39.103,46642,443,TCP,2938408929,S,'',74
6520,1728941770710,192.168.29.130,172.253.122.95,33508,443,TCP,3954310170,S,'',74
6521,1728941770713,192.168.29.130,23.220.124.15,46758,443,TCP,1993484604,PA,'',131
6522,1728941770714,23.220.124.15,192.168.29.130,443,46758,TCP,10805310,A,'',60
6523,1728941770714,44.196.175.224,192.168.29.130,443,51780,TCP,1687316746,PA,'',4434
6524,1728941770714,192.168.29.130,44.196.175.224,51780,443,TCP,2295911390,A,'',54
6525,1728941770716,34.120.4.21,192.168.29.130,443,35234,UDP,N/A,N/A,'',70
6526,1728941770716,44.196.175.224,192.168.29.130,443,51780,TCP,1687321126,PA,'',1501
6527,1728941770716,192.168.29.130,44.196.175.224,51780,443,TCP,2295911390,A,'',54
6528,1728941770718,23.221.227.110,192.168.29.130,443,40106,TCP,1005525898,PA,'',3698
6529,1728941770718,192.168.29.130,23.221.227.110,40106,443,TCP,3358424732,A,'',54
6530,1728941770720,13.249.39.103,192.168.29.130,443,46642,TCP,1826380944,SA,'',60
6531,1728941770720,192.168.29.130,13.249.39.103,46642,443,TCP,2938408930,A,'',54
6532,1728941770721,34.234.212.125,192.168.29.130,443,51198,TCP,1212948993,PA,'',4434
6533,1728941770721,192.168.29.130,34.234.212.125,51198,443,TCP,1960301474,A,'',54
6534,1728941770722,34.234.212.125,192.168.29.130,443,51198,TCP,1212953373,PA,'',1099
6535,1728941770722,192.168.29.130,34.234.212.125,51198,443,TCP,1960301474,A,'',54
6536,1728941770723,192.168.29.130,44.196.175.224,51780,443,TCP,2295911390,PA,'',180
6537,1728941770723,44.196.175.224,192.168.29.130,443,51780,TCP,1687322573,A,'',60
6538,1728941770729,192.168.29.130,34.234.212.125,51198,443,TCP,1960301474,PA,'',180
6539,1728941770729,34.234.212.125,192.168.29.130,443,51198,TCP,1212954418,A,'',60
6540,1728941770730,172.253.122.95,192.168.29.130,443,33508,TCP,1410282352,SA,'',60
6541,1728941770730,192.168.29.130,172.253.122.95,33508,443,TCP,3954310171,A,'',54
6542,1728941770736,44.196.175.224,192.168.29.130,443,51780,TCP,1687322573,PA,'',294
6543,1728941770739,192.168.29.130,13.249.39.103,46642,443,TCP,2938408930,PA,'',714
6544,1728941770740,13.249.39.103,192.168.29.130,443,46642,TCP,1826380945,A,'',60
